card,n_terms,train_auc,test_auc,train_acc,test_acc
02,5,0.7031662134206076,0.7130901768923118,0.9301260882617832,0.9270624048706241
28,5,0.7050822928261623,0.7108210110916895,0.9301260882617832,0.9270624048706241
06,5,0.7048911832439279,0.7066765245330734,0.9301260882617832,0.9270624048706241
16,5,0.7048715955951363,0.7050150515739932,0.9301260882617832,0.9270624048706241
13,5,0.7071872283676303,0.7016727272408327,0.9301260882617832,0.9270624048706241
11,5,0.6938707040104324,0.6987846581718858,0.9301260882617832,0.9270624048706241
14,5,0.699868771420199,0.6987223567047068,0.9301260882617832,0.9270624048706241
15,5,0.7012405568681881,0.6984031747490098,0.9301260882617832,0.9270624048706241
10,5,0.6937176863381262,0.6983528237612369,0.9301260882617832,0.9268188736681887
01,5,0.7027650133044339,0.6981579980556899,0.9301260882617832,0.9270624048706241
03,5,0.6938834879847542,0.6979079424969244,0.930201140798559,0.9274885844748858
07,5,0.6938441393451467,0.6977829284222199,0.9301260882617832,0.9270624048706241
19,5,0.700088655778534,0.6975723697460787,0.9299759831882317,0.9270015220700152
23,5,0.6997560991041425,0.6973208340820656,0.9301260882617832,0.9276103500761035
05,5,0.7017200642440211,0.6970845928389439,0.9298258781146803,0.9264535768645358
08,5,0.6936756075616298,0.6963517762852713,0.9303512458721105,0.925662100456621
09,5,0.6936756075616298,0.6963517762852713,0.9303512458721105,0.925662100456621
22,5,0.6965292073077877,0.6939588572403405,0.9301260882617832,0.9270624048706241
17,5,0.6962581003811531,0.6936333985420196,0.9301260882617832,0.9270624048706241
30,5,0.6992867755722605,0.6935925860102865,0.9301260882617832,0.9270624048706241
31,5,0.6992867755722605,0.6935925860102865,0.9301260882617832,0.9270624048706241
12,5,0.6965172900435894,0.6933138602646889,0.9301260882617832,0.9276103500761035
04,5,0.6988137251868475,0.6924236317770045,0.9304262984088862,0.926392694063927
20,5,0.6962920320824886,0.6910676909141164,0.9301260882617832,0.9270624048706241
27,5,0.6994264025731584,0.6875609926704093,0.9301260882617832,0.9270624048706241
21,5,0.7000243892228757,0.6867912831229739,0.9301260882617832,0.9270624048706241
24,5,0.700016328818727,0.6866013362828726,0.9301260882617832,0.9270624048706241
18,5,0.7000214424084557,0.6864337828869793,0.9297508255779046,0.9262100456621004
25,5,0.6993950710021934,0.6863747705425727,0.9301260882617832,0.9270624048706241
26,5,0.6993950710021934,0.6863747705425727,0.9301260882617832,0.9270624048706241
29,5,0.6892616262446065,0.6824826967473756,0.9301260882617832,0.9270624048706241
33,5,0.6834158831390473,0.6664398359692546,0.9299759831882317,0.9270015220700152
34,5,0.6835379159244377,0.6663177272863323,0.9298258781146803,0.9264535768645358
32,5,0.6835062810049296,0.6661347424227657,0.9300510357250075,0.926697108066971
35,5,0.6832140696867874,0.6634344000360488,0.9304262984088862,0.926392694063927
36,5,0.6832140696867874,0.6634344000360488,0.9304262984088862,0.926392694063927
